Unnamed: 0,recording_id,intervals
0,FM1073_20220514_055940,"[[1652507987.096, 1652508935.096], [1652508969.096, 1652509343.095], [1652509384.095, 1652509786.095], [1652509787.038, 1652510694.037]]"
0,FM1073_20220516_161613,"[[1652717780.0700002, 1652719579.068], [1652719580.1009998, 1652721379.099]]"
0,FM1073_20220520_031454,"[[1653016501.0860002, 1653016560.0860002], [1653019327.041, 1653019552.041]]"
0,FM1073_20220606_115636,"[[1654516864.127, 1654516959.127], [1654518666.106, 1654518753.106], [1654519762.105, 1654520202.105]]"
0,FM1073_20220606_140009,"[[1654524015.096, 1654525814.094], [1654525822.0700002, 1654527206.068], [1654527330.068, 1654527581.068], [1654527615.1030002, 1654527642.1030002]]"
0,FM1073_20220608_040928,"[[1654661375.06, 1654661532.06]]"
0,FM1073_20220608_111915,"[[1654689258.08, 1654689659.079]]"
0,FM1073_20220602_074203,"[[1654158446.0819998, 1654158626.0819998]]"
0,FM1073_20220602_092538,"[[1654162086.093, 1654162194.093]]"
0,FM1073_20220603_095122,"[[1654251684.048, 1654251687.048], [1654251689.0649998, 1654252160.064], [1654252173.064, 1654252521.064]]"
0,FM1073_20220601_064750,"[[1654066077.0870001, 1654066722.0860002]]"
0,FH2369_20220211_140110,"[[1644588093.4940002, 1644589892.492]]"
0,UDM523_20220607_001922,"[[1654564380.279, 1654564770.279]]"
0,FH2369_20220131_111457,"[[1643627796.0540001, 1643628421.053], [1643628465.053, 1643629504.052], [1643629509.0540001, 1643630500.053]]"
0,FH2369_20220203_102504,"[[1643883957.696, 1643884163.696], [1643884962.6950002, 1643885356.6950002]]"
0,FH2369_20220203_064630,"[[1643870802.094, 1643871285.094]]"
0,FH2369_20220203_141631,"[[1643898070.597, 1643898484.596], [1643904718.595, 1643904794.595], [1643905119.597, 1643905245.597], [1643905355.597, 1643905524.596]]"
0,FH2467_20220201_104943,"[[1643712633.272, 1643712700.272], [1643712814.272, 1643712889.272], [1643713175.2710001, 1643714334.2700002], [1643714368.2700002, 1643714371.2700002]]"
0,FH2467_20220204_121848,"[[1643977688.4550002, 1643977792.4550002], [1643978174.4540002, 1643978251.4540002]]"
0,FH2467_20220204_073407,"[[1643961577.261, 1643961647.261]]"
0,FM1073_20220208_152818,"[[1644334201.1, 1644334594.1], [1644337899.1, 1644338435.1]]"
0,FH2369_20220216_145706,"[[1645023788.945, 1645023969.945]]"
0,FM1073_20220218_130253,"[[1645189989.0540001, 1645190047.0540001]]"
0,FM1073_20220216_173031,"[[1645032642.105, 1645032793.105], [1645033347.104, 1645033725.104]]"
0,FH2369_20220222_093116,"[[1645522288.318, 1645522473.318], [1645522808.318, 1645522984.318]]"
0,FH2369_20220228_153927,"[[1646066359.1009998, 1646066419.1009998], [1646066848.1, 1646067286.1], [1646067576.1, 1646067599.1], [1646067600.1009998, 1646067933.1009998]]"
0,FH2369_20220302_070047,"[[1646204606.1009998, 1646204678.1009998]]"
0,FH2467_20220228_085614,"[[1646038935.5459998, 1646039648.5449998], [1646039710.5449998, 1646039884.5449998]]"
0,FM1073_20220214_142641,"[[1644849149.094, 1644850025.093]]"
0,FM1073_20220215_174557,"[[1644947165.035, 1644947662.035]]"
0,FH2467_20220221_090100,"[[1645434217.23, 1645435840.228], [1645435874.1980002, 1645437673.197], [1645437674.227, 1645438249.2259998]]"
0,FH2467_20220228_153824,"[[1646063598.2099998, 1646063672.2099998]]"
0,FH2467_20220302_065406,"[[1646204153.385, 1646204421.385]]"
0,FH2369_20220307_141410,"[[1646662500.1950002, 1646663789.1939998], [1646663887.1939998, 1646664260.1939998]]"
0,FH2369_20220308_130237,"[[1646745731.336, 1646745754.336], [1646745765.336, 1646745793.336], [1646747104.336, 1646747118.336]]"
0,FH2369_20220309_111234,"[[1646825453.208, 1646825515.208], [1646826036.208, 1646826097.208]]"
0,FH2369_20220311_091603,"[[1646990175.873, 1646990347.872], [1646991266.872, 1646991363.871]]"
0,FH2369_20220311_112009,"[[1646998487.043, 1646998538.043]]"
0,FH2467_20220304_125243,"[[1646398375.292, 1646398885.2910001], [1646399843.29, 1646400090.29], [1646400128.29, 1646400174.29], [1646400175.2940001, 1646401628.292], [1646401804.292, 1646401974.292]]"
0,FH2467_20220308_080646,"[[1646726870.592, 1646727296.592]]"
0,FH2467_20220309_100146,"[[1646821062.891, 1646821275.891], [1646822372.9299998, 1646822960.929]]"
0,FH2467_20220317_073617,"[[1647502589.42, 1647503299.4190001], [1647504300.418, 1647504388.418], [1647504389.415, 1647504692.415]]"
0,FM1073_20220303_134351,"[[1646315039.071, 1646315473.0700002]]"
0,FM1073_20220304_120713,"[[1646395641.0830002, 1646396954.0819998]]"
0,FM1073_20220302_115337,"[[1646222025.08, 1646222119.08]]"
0,FM1073_20220315_143828,"[[1647355115.039, 1647355511.039]]"
0,FM1073_20220310_193616,"[[1646941155.088, 1646941324.088], [1646942525.0860002, 1646942711.0860002]]"
0,FM1073_20220315_130253,"[[1647349380.097, 1647350767.096]]"
0,FH2467_20220321_171646,"[[1647883019.22, 1647884593.218]]"
0,FH2467_20220322_063933,"[[1647931383.133, 1647931529.133]]"
0,FH2467_20220325_104829,"[[1648205390.754, 1648205635.754]]"
0,FH2467_20220325_125130,"[[1648213259.551, 1648213489.551], [1648213527.551, 1648214501.5500002], [1648214502.501, 1648214863.501], [1648215253.5, 1648215741.5], [1648216024.5, 1648216071.5]]"
0,FM1073_20220317_115435,"[[1647518082.064, 1647518094.064], [1647518274.064, 1647518426.063]]"
0,FM1073_20220318_082117,"[[1647591684.097, 1647591732.097]]"
0,FH2369_20220325_132855,"[[1648215629.783, 1648216750.782], [1648216751.723, 1648218017.722], [1648218601.763, 1648218625.763]]"
0,FH2369_20220325_143118,"[[1648218689.667, 1648218839.667], [1648220061.666, 1648220488.665], [1648220489.6430001, 1648221858.642], [1648221957.642, 1648222147.642], [1648222196.642, 1648222288.642], [1648222289.648, 1648222844.647]]"
0,FH2467_20220328_170218,"[[1648487629.864, 1648487698.864], [1648488269.864, 1648488419.864], [1648488631.8630002, 1648488688.8630002], [1648488824.865, 1648488908.865], [1648488933.865, 1648489076.864], [1648489411.864, 1648489492.864], [1648489636.864, 1648489712.864]]"
0,FH2467_20220401_062137,"[[1648794590.6729999, 1648795036.672], [1648795833.672, 1648795908.672], [1648795986.67, 1648796213.67]]"
0,FH2467_20220404_120505,"[[1649075335.6030002, 1649075418.6030002], [1649076656.625, 1649076695.625]]"
0,FH2467_20220405_105505,"[[1649156622.671, 1649157047.67]]"
0,FH2467_20220406_131437,"[[1649252477.425, 1649252688.425]]"
0,FM1073_20220325_190704,"[[1648235328.118, 1648235842.1169999]]"
0,FM1073_20220326_100449,"[[1648289808.033, 1648290895.032], [1648290896.0649998, 1648290979.0649998]]"
0,FM1073_20220326_124421,"[[1648298668.04, 1648298696.04]]"
0,FM1073_20220329_153917,"[[1648570287.116, 1648570761.116]]"
0,FM1073_20220329_182339,"[[1648578552.071, 1648578602.071], [1648578636.071, 1648578995.0700002], [1648580065.0300002, 1648580117.0300002]]"
0,FM1073_20220329_135004,"[[1648561851.048, 1648561886.048], [1648562106.048, 1648562166.048]]"
0,FM1073_20220330_103852,"[[1648636739.024, 1648636740.024]]"
0,FM1073_20220404_083456,"[[1649061993.1369998, 1649062121.1369998], [1649064746.119, 1649064903.119]]"
0,FH2369_20220315_161859,"[[1647361942.2, 1647362129.2], [1647362181.2, 1647362900.1990001], [1647363068.1009998, 1647363158.1009998]]"
0,FH2467_20220427_102554,"[[1651058069.52, 1651058226.52], [1651058578.519, 1651058678.519], [1651058748.519, 1651058765.519], [1651058938.4529998, 1651059162.4529998], [1651060793.461, 1651060850.461]]"
0,FM1073_20220420_084228,"[[1650446921.1030002, 1650447172.1020002], [1650447395.1020002, 1650447754.1020002]]"
0,FM1073_20220426_133619,"[[1650980520.0979998, 1650980831.0979998]]"
0,FM1073_20220430_063816,"[[1651300997.084, 1651301088.084], [1651301513.084, 1651302502.0830002]]"
0,UDM523_20220308_183847,"[[1646767022.362, 1646767417.3609998]]"
0,UDM523_20220309_163208,"[[1646846824.105, 1646847135.105]]"
0,UDM523_20220310_113756,"[[1646912389.1820002, 1646912591.1820002]]"
0,UDM523_20220324_123755,"[[1648125614.882, 1648126903.881]]"
0,UDM523_20220324_194954,"[[1648151916.5939999, 1648152468.593], [1648153607.607, 1648153940.607]]"
0,UDM523_20220407_231709,"[[1649375498.16, 1649375513.16]]"
0,FH2369_20220412_172021,"[[1649784037.582, 1649784793.5809999]]"
0,FM1073_20220503_103340,"[[1651574027.0819998, 1651574372.0819998]]"
0,FH2467_20220504_125044,"[[1651672824.5670002, 1651673662.5660002]]"
0,FM1073_20220511_072154,"[[1652253722.063, 1652253776.063]]"
0,FM1073_20220514_070112,"[[1652513015.066, 1652513478.066], [1652513479.089, 1652515278.088]]"
0,FM1073_20220609_040325,"[[1654749339.12, 1654749590.12]]"
0,FH2467_20220311_071126,"[[1646982698.32, 1646983294.32], [1646985032.3609998, 1646985980.36]]"
0,FM1073_20220615_034322,"[[1655268054.107, 1655268208.107]]"
0,FM1073_20220526_170548,"[[1653584755.088, 1653584845.088]]"
0,FM1073_20220601_075000,"[[1654072659.035, 1654072826.035]]"
0,FM1073_20220604_095450,"[[1654339071.132, 1654339382.132], [1654339446.131, 1654339596.131]]"
0,FM1073_20220524_100007,"[[1653386426.104, 1653387566.1030002], [1653388199.1020002, 1653388213.1020002], [1653388214.1, 1653388563.1], [1653389301.099, 1653389577.099]]"
0,FH2369_20220131_131615,"[[1643636425.42, 1643636674.42], [1643636747.42, 1643636786.42], [1643637293.3209999, 1643637553.32], [1643637591.32, 1643638135.32], [1643639173.32, 1643639206.32], [1643639261.32, 1643639491.32], [1643640831.3209999, 1643641388.32], [1643641586.32, 1643641648.32], [1643641752.32, 1643642186.319]]"
0,FH2369_20220203_115535,"[[1643890758.4550002, 1643891145.4550002], [1643891397.456, 1643891472.456], [1643894831.456, 1643895161.456]]"
0,FH2369_20220204_061854,"[[1643955820.576, 1643955877.576], [1643956116.576, 1643956670.575]]"
0,FH2369_20220204_105243,"[[1643971975.949, 1643973429.948]]"
0,FH2369_20220204_124523,"[[1643979490.175, 1643979725.175], [1643981239.175, 1643981364.175]]"
0,FH2467_20220203_060336,"[[1643868311.127, 1643870014.1260002]]"
0,FH2467_20220203_070647,"[[1643872140.149, 1643872438.149]]"
0,FH2467_20220203_102235,"[[1643884492.1790001, 1643884562.1790001]]"
0,FH2467_20220203_125817,"[[1643893109.286, 1643893230.286]]"
0,FH2467_20220203_145504,"[[1643900116.006, 1643901915.004], [1643901915.9350002, 1643902825.934]]"
0,FM1073_20220209_151713,"[[1644419903.1, 1644420764.1], [1644420810.099, 1644421640.099], [1644421641.1, 1644422916.099]]"
0,FH2369_20220221_100225,"[[1645441568.665, 1645441614.665], [1645441618.667, 1645442036.666], [1645442078.666, 1645442208.666], [1645444215.666, 1645444264.666], [1645444721.665, 1645444820.665], [1645444847.665, 1645445046.665], [1645445218.667, 1645445260.667], [1645449119.666, 1645449231.666], [1645449233.666, 1645449460.666], [1645450115.665, 1645450180.665], [1645450261.665, 1645450349.665], [1645450400.665, 1645450617.665], [1645450769.666, 1645451353.666], [1645451376.666, 1645451530.666], [1645451832.665, 1645452053.665]]"
0,FH2369_20220224_061412,"[[1645684746.017, 1645684861.017], [1645685040.017, 1645685064.017], [1645685118.9190001, 1645685590.9180002], [1645685603.9180002, 1645686227.9180002], [1645687125.9180002, 1645688378.9169998], [1645689266.9180002, 1645689287.9180002], [1645692525.9180002, 1645692700.9180002]]"
0,FH2369_20220224_105504,"[[1645701639.984, 1645701858.984]]"
0,FH2369_20220302_132713,"[[1646229371.1, 1646229435.099], [1646229655.1009998, 1646229768.1009998], [1646229933.1009998, 1646230100.1], [1646230281.1, 1646230352.1], [1646230693.1, 1646230788.1], [1646230997.1, 1646231243.099]]"
0,FM1073_20220217_120753,"[[1645099681.089, 1645100196.088]]"
0,FM1073_20220217_164559,"[[1645116367.094, 1645117930.093]]"
0,FM1073_20220218_071801,"[[1645168796.0470002, 1645169678.0460002]]"
0,FH2467_20220219_134441,"[[1645278295.46, 1645280094.458], [1645280095.43, 1645281894.428], [1645282038.457, 1645282631.456], [1645282675.456, 1645283694.4550002], [1645283695.4540002, 1645284540.4529998]]"
0,FH2369_20220307_105023,"[[1646650330.3939998, 1646650648.3939998], [1646652804.393, 1646652860.393], [1646652931.393, 1646653353.393]]"
0,FH2369_20220308_094745,"[[1646733932.836, 1646734675.835]]"
0,FH2369_20220309_081930,"[[1646814395.72, 1646814422.72], [1646814526.72, 1646814596.72]]"
0,FH2467_20220307_125132,"[[1646657636.745, 1646657754.745], [1646657916.745, 1646658025.745], [1646658055.745, 1646658145.745]]"
0,FH2467_20220308_092638,"[[1646731999.721, 1646732589.721]]"
0,FH2467_20220308_151341,"[[1646753234.3100002, 1646754073.309], [1646754222.309, 1646754233.309], [1646754234.356, 1646754672.355]]"
0,FH2467_20220309_115236,"[[1646826852.393, 1646827002.393], [1646829112.4390001, 1646829458.4390001]]"
0,FH2467_20220311_081313,"[[1646988147.3980002, 1646988204.3980002], [1646989789.3569999, 1646989850.3569999]]"
0,FH2467_20220311_104655,"[[1646995684.882, 1646995766.882]]"
0,FH2467_20220315_113153,"[[1647344363.1590002, 1647344390.1590002]]"
0,FH2467_20220315_143852,"[[1647358746.559, 1647358770.559]]"
0,FH2467_20220315_154023,"[[1647358835.0609999, 1647358898.0609999]]"
0,FM1073_20220228_102628,"[[1646046672.075, 1646046841.075]]"
0,FM1073_20220302_095238,"[[1646214766.028, 1646215399.027]]"
0,FM1073_20220303_093908,"[[1646300356.063, 1646301236.062]]"
0,FM1073_20220301_123051,"[[1646137859.016, 1646138178.016], [1646138205.016, 1646138727.015]]"
0,FM1073_20220308_132926,"[[1646746427.038, 1646746523.038]]"
0,FM1073_20220310_114531,"[[1646913684.041, 1646914537.04], [1646914538.0609999, 1646915181.0609999]]"
0,FM1073_20220310_101954,"[[1646910084.085, 1646910633.085]]"
0,FM1073_20220312_063322,"[[1647070230.071, 1647070290.071]]"
0,FH2467_20220321_161519,"[[1647879333.32, 1647879455.32], [1647880191.319, 1647880262.319], [1647882948.317, 1647882956.317]]"
0,FH2467_20220322_115259,"[[1647952795.8049998, 1647953518.804]]"
0,FH2467_20220325_064629,"[[1648194262.278, 1648194322.278]]"
0,FM1073_20220318_141958,"[[1647615252.048, 1647615940.0470002]]"
0,FM1073_20220323_114007,"[[1648038191.0670002, 1648038293.0670002]]"
0,FH2369_20220321_105217,"[[1647861276.615, 1647861393.615]]"
0,FH2369_20220321_153236,"[[1647879936.7619998, 1647880152.7619998]]"
0,FH2369_20220324_122301,"[[1648127885.7859998, 1648128020.7859998]]"
0,FH2369_20220325_085028,"[[1648198243.004, 1648199331.003], [1648199397.003, 1648200042.003], [1648200042.9459999, 1648201841.944], [1648201842.9859998, 1648202240.9859998]]"
0,FH2369_20220325_114357,"[[1648210319.88, 1648210447.88]]"
0,FH2467_20220328_160021,"[[1648485173.1950002, 1648485499.1950002], [1648486275.1939998, 1648486319.1939998], [1648486732.1939998, 1648486765.1939998]]"
0,FH2467_20220330_091628,"[[1648632914.4620001, 1648633228.4620001]]"
0,FH2467_20220331_164022,"[[1648745440.148, 1648745905.148], [1648747475.1790001, 1648747567.1790001]]"
0,FH2369_20220404_171001,"[[1649095266.8, 1649095735.8], [1649095815.743, 1649095839.743]]"
0,FH2467_20220404_140819,"[[1649082146.776, 1649082350.775]]"
0,FH2369_20220407_045417,"[[1649307357.6179998, 1649307802.6179998], [1649308840.6169999, 1649309071.616], [1649309072.66, 1649309403.66]]"
0,FH2369_20220406_115020,"[[1649249041.985, 1649249434.984]]"
0,FH2467_20220407_121844,"[[1649334447.076, 1649334627.075], [1649335572.075, 1649335721.074], [1649336499.0809999, 1649337536.08]]"
0,FH2467_20220408_123622,"[[1649421435.621, 1649421846.621], [1649421898.621, 1649422524.62], [1649422571.62, 1649422738.62], [1649422842.62, 1649422922.62]]"
0,FM1073_20220324_190328,"[[1648148745.141, 1648148772.141]]"
0,FM1073_20220324_180338,"[[1648145025.1020002, 1648146566.1009998]]"
0,FM1073_20220325_093605,"[[1648202261.096, 1648202455.096], [1648204335.076, 1648204411.076]]"
0,FM1073_20220325_131043,"[[1648214666.1030002, 1648214868.1030002], [1648214962.1030002, 1648215313.1020002], [1648216915.125, 1648217268.125], [1648217420.125, 1648217449.125]]"
0,FM1073_20220328_133453,"[[1648475553.099, 1648475944.099], [1648476027.099, 1648476297.099], [1648477101.093, 1648477485.093]]"
0,FM1073_20220329_064202,"[[1648537599.12, 1648537711.12], [1648537864.12, 1648537928.12], [1648537929.099, 1648538510.099]]"
0,FM1073_20220330_093659,"[[1648636325.077, 1648636507.077]]"
0,FM1073_20220401_103941,"[[1648809692.041, 1648810283.04], [1648810359.04, 1648810614.04]]"
0,FM1073_20220405_050435,"[[1649135205.09, 1649136881.089], [1649136882.069, 1649138634.0670002]]"
0,FM1073_20220405_124429,"[[1649163242.1020002, 1649163517.1009998], [1649163752.1009998, 1649163761.1009998]]"
0,FM1073_20220406_090927,"[[1649237172.0830002, 1649237880.0819998]]"
0,FM1073_20220406_120943,"[[1649246990.057, 1649247189.057]]"
0,FH2369_20220314_142350,"[[1647268392.853, 1647268916.853], [1647268962.853, 1647269102.853], [1647271311.852, 1647271361.852], [1647272195.853, 1647272283.853]]"
0,FH2369_20220315_142535,"[[1647355603.2870002, 1647356145.2870002], [1647356146.289, 1647356213.289]]"
0,FH2369_20220329_083652,"[[1648543023.835, 1648543083.835], [1648543474.835, 1648543833.8339999]]"
0,FH2369_20220330_112603,"[[1648641033.388, 1648641101.388], [1648642083.43, 1648642580.43]]"
0,FH2467_20220420_121058,"[[1650456669.4339998, 1650457873.4329998]]"
0,FH2467_20220427_055409,"[[1651038861.008, 1651038885.008], [1651039184.008, 1651039812.008], [1651043317.967, 1651043702.967], [1651043796.967, 1651044086.966], [1651046858.08, 1651047363.079], [1651048869.115, 1651049174.1139998]]"
0,FM1073_20220420_094404,"[[1650447851.0609999, 1650449213.06]]"
0,FM1073_20220421_085244,"[[1650533322.028, 1650533389.028]]"
0,FM1073_20220421_171318,"[[1650563291.0870001, 1650563311.0870001], [1650563432.0870001, 1650563793.0870001]]"
0,FM1073_20220427_093002,"[[1651051810.068, 1651051902.068]]"
0,FM1073_20220427_121831,"[[1651063267.095, 1651063634.095]]"
0,FM1073_20220429_112950,"[[1651231797.092, 1651232475.092]]"
0,UDM523_20220311_165412,"[[1647020824.339, 1647021209.3379998]]"
0,UDM523_20220408_022257,"[[1649385180.492, 1649385252.492]]"
0,FH2369_20220411_083935,"[[1649668102.078, 1649668190.078], [1649668644.019, 1649668904.019], [1649674385.135, 1649674809.135]]"
0,FH2369_20220411_150343,"[[1649689771.156, 1649689968.156]]"
0,FH2369_20220413_114548,"[[1649855757.875, 1649855762.875]]"
0,FM1073_20220504_061553,"[[1651644960.099, 1651644984.099], [1651647841.105, 1651648504.104]]"
0,FM1073_20220505_065329,"[[1651734666.029, 1651734945.028], [1651735611.107, 1651737215.105]]"
